0xaeb40458729a1a71e4f4784d75d1bae4c5f95a7b,230
0x8eda003cf520dfa2ca8d8087921013786257c834,950
0xf213c1d989976b71dd6a90ab048e2f504eae652d,200
0x4522452bbec64664b30c36543b748f895a367d15,200
0xba6c3eeef89faca8e5a413d296e3b58af72bde8f,205
0x381dcd13738d9347b84bc5fd67acab6edfde341f,201
0x1850e1789e0e7b8ca0f4f9ca8e74fdae523a5c76,1647
0x712a3dc270eb746bb752a9b9d104b516fe3fb78e,225
0x77d133181aba3bad4806fa2a66e43c1b0db1a0cb,600
0x38e0b57618a640281d80b38124bd9165778aa1b2,500
0x9daf03a29d01463a4f7639199fee7405006679b4,350
0x8b1b06fe5175510f23bff705151e9e0958ddae85,200
0xa2f4df4112f13e54079319a16ec2add5ebb519c3,600
0xbe8aab5378522f17ae791d64164b17ad68a6b704,500
0xa7748ed21289a1afdbd5c5c7e519ff219227bb5c,500
0x147898c7bf9f09c5557dab8b98a4e23fd45f23fe,1000
0x645864228acc0c5e5c0128db8e3a8dbc01b23e8d,573
0xe64ca4df2e05880c2b0ee33c1b5bd8b86b31c3a4,900
0xf2650c2b30dc835da174021e178ab0239d188c00,1000
0x1e84a37a47a465303800c25f03e49fbd52bde6cf,200
0xdf59ab5048241cfe4aac121ebb11df0b9ffa8d2c,1000
0x5b1ce0e05b9949d2817b781d6a94a5b692e18166,1000
0x6698a12ccddfdeffcf6810f0591ff697c81c5b3e,644
0x7e0de06310d40b1bb5227161b8010f340cef1769,800
0xa9fb7588ab8d718cb5790a51fa3c4c0e73522789,300
0xbe72348b36cef2e33e6792a14c929b375146c6ed,500
0xd38ac318aa5821a99B1FE1E6f0A6b5E8FE2941a7,129.27555
0x51C5228CE037ea51997Ec8445d02997da08cFA88,479.69453
0xFd3F4b1B27cE71dEf7FA2FaC7BB35C7a9259f371,174.52199
0x538fD77e51e7A636Bbd2c7AB51c9f14655Dd81d1,60
0x1ca8505Df8C6981029E80153D6b058fC80961f2A,174.52199
