0x11F2e9d3a8e9C652B075829a95fACA14eEB93c6B,357142.00,round 3 (5% TGE)
0x7eb1404C7f393f31DdC281F96582A27f8e606e35,285714.00,round 3 (5% TGE)
0x8c656de5adc035fb36ba23be7154508fc8f93acb,142857.00,round 3 (5% TGE)
0xa612c6D75c4ac6fA4C2235E54d09FA784B82c12c,714285.00,round 3 (5% TGE)
0x3aed9fa3bdd4891243310f424990bc6f1be52487,42857.00,round 3 (5% TGE)
0xB480BF6c8bd3e319826A7A7F1DB9D2686d44518B,42857.00,round 3 (5% TGE)
0x008E87E5c75cf88E9d24fda22eb7A3e17eFa494C,4285.71,round 3 (5% TGE)
0x00cFD18861CDfB1FA3cb3A4Ea868BD8eA5A11ddd,5071.43,round 3 (5% TGE)
0x0173d0023e903ab455D3f9905E534829a2803030,1428.57,round 3 (5% TGE)
0x022363D68Ee66B6bB0F1853050FBaeF137E5C1fB,28571.43,round 3 (5% TGE)
0x026A5307f4830413Ae016738DeA5c4Aa45A63bFb,2857.14,round 3 (5% TGE)
0x02Fc7555CD8866240B7e73D60d49f50b326bCC4E,2857.14,round 3 (5% TGE)
0x0402E8315Cbf0954d2c1b9f235c76f96b0d48ACc,2857.14,round 3 (5% TGE)
0x0411cE7384D89a915e630c49B3d95d0Fb1EAE172,3571.43,round 3 (5% TGE)
0x050A7A8679d3A95046175d0E435eef067c191Dd7,3571.43,round 3 (5% TGE)
0x05C2230617F01F14B519040F953875650DC6Ee7f,1428.57,round 3 (5% TGE)
0x05F4dE089964caFcdCBC15062EEEDfE227eecC5E,4285.71,round 3 (5% TGE)
0x05F69b5A4B22e847B562Bb4Ad347C05490f845D0,21428.57,round 3 (5% TGE)
0x0666d5262B3d0f1375271bc19966dc54937c4ec8,7142.86,round 3 (5% TGE)
0x06C75863B6b3edB3E620372Fd2a8EA21CFD3BcA2,1000.00,round 3 (5% TGE)
0x074a5B4cB8619825Eec26B9b90b5A90447d2E878,2142.86,round 3 (5% TGE)
0x09355DAA449ad47D5Bc03f24CA88Ced5F8537D5f,7142.86,round 3 (5% TGE)
0x09F5F45E9bA34A16B03F99eAE45dd47D85C4CDa5,2142.86,round 3 (5% TGE)
0x0a09429EA7ccb6B560acDca0379d38576048a1D4,1428.57,round 3 (5% TGE)
0x0c177BcA7F75148c5b23696785E61cB62CC4A0C0,5714.29,round 3 (5% TGE)
0x0C44471cc8516125EaD11E09446302aE20540ED4,3571.43,round 3 (5% TGE)
0x0cAD7b90b78D3F372cc7CFd061d7DBC18d12a14f,1428.57,round 3 (5% TGE)
0x0D5175C475efD0eb245FA74b0e207480CA6a667e,1428.57,round 3 (5% TGE)
0x0E3E1a15A95A65939f6C074259329D0b6A7D0A7b,64285.71,round 3 (5% TGE)
0x0f690F2712307110E33465bfEE234feCe297dA17,714.29,round 3 (5% TGE)
0x0F9e8B0cda598d2d6787F332240890623b7ECE37,2857.14,round 3 (5% TGE)
0x10bB698d1698C88Ac79A36667eB03e72cD91D78D,1428.57,round 3 (5% TGE)
0x120F0579187Ed573A00F09B19ae71b055E4cF04C,714.29,round 3 (5% TGE)
0x12a986EccA2192E58452F047E6429C24E6257b5B,1428.57,round 3 (5% TGE)
0x1584895A76232349C7B123Db6c758AB742EE396E,28571.43,round 3 (5% TGE)
0x15beF4AcE62E77C052bA0Db20533a84C1e68C5F8,7142.86,round 3 (5% TGE)
0x15BF6F2e96277525d7Cb7b273E906177572e3f50,7142.86,round 3 (5% TGE)
